Date,Season,HomeTeam_norm,AwayTeam_norm,B365H,B365D,B365A,true_result,predicted_result,Pred,predicted_prob,predicted_odds,edge,value_pick,value_ev,value_prob,value_odds,use_value,bet_return,net_profit,value_bet_return,value_net_profit,Correct,value_correct,edge_bin,value_bin
2009-08-29,2009,real madrid,la coruna,1.25,5.5,13.0,2,2,H,0.8022252809489099,1.25,0.002781601186137461,H,0.002781601186137461,0.8022252809489099,1.25,True,1.25,0.25,1.25,0.25,✓,✓,0–2%,0–2%
2009-08-29,2009,zaragoza,tenerife,1.91,3.4,4.2,2,0,A,0.5685489973807292,4.2,1.3879057889990625,A,1.3879057889990625,0.5685489973807292,4.2,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2009-08-30,2009,osasuna,villarreal,2.88,3.2,2.5,1,1,D,0.5809667979008726,3.2,0.8590937532827922,D,0.8590937532827922,0.5809667979008726,3.2,True,3.2,2.2,3.2,2.2,✓,✓,≥5%,≥5%
2009-08-30,2009,mallorca,xerez,1.91,3.4,4.33,2,0,A,0.6723425662898258,4.33,1.9112433120349457,A,1.9112433120349457,0.6723425662898258,4.33,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2009-08-30,2009,almeria,valladolid,2.1,3.3,3.5,1,1,D,0.5733370993364978,3.3,0.8920124278104427,D,0.8920124278104427,0.5733370993364978,3.3,True,3.3,2.3,3.3,2.3,✓,✓,≥5%,≥5%
2009-08-30,2009,santander,getafe,2.15,3.3,3.4,0,1,D,0.4144120700732537,3.3,0.3675598312417372,D,0.3675598312417372,0.4144120700732537,3.3,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2009-08-30,2009,valencia,sevilla,2.25,3.3,3.2,2,2,H,0.4880370741571735,2.25,0.09808341685364041,A,0.253610210124376,0.3917531906638675,3.2,True,2.25,1.25,0.0,-1.0,✓,✗,≥5%,≥5%
2009-08-30,2009,malaga,ath madrid,3.4,3.4,2.1,2,0,A,0.5244876489602311,2.1,0.10142406281648553,A,0.10142406281648553,0.5244876489602311,2.1,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2009-08-30,2009,ath bilbao,espanol,2.1,3.3,3.5,2,0,A,0.3776802227506947,3.5,0.32188077962743145,A,0.32188077962743145,0.3776802227506947,3.5,True,0.0,-1.0,0.0,-1.0,✗,✗,≥5%,≥5%
2009-08-31,2009,barcelona,sp gijon,1.17,8.0,13.0,2,2,H,0.7881336794374961,1.17,-0.07788359505812958,D,0.3841235049007201,0.17301543811259001,8.0,True,1.17,0.16999999999999993,0.0,-1.0,✓,✗,<0%,≥5%
2009-09-12,2009,ath madrid,santander,1.44,4.33,7.0,1,2,H,0.6925757917955763,1.44,-0.002690859814370228,H,-0.002690859814370228,0.6925757917955763,1.44,True,0.0,-1.0,0.0,-1.0,✗,✗,<0%,<0%
