match_num,date,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2016-08-19,0.95,0.95,0.95,0.95,la coruna,eibar,Home,Home,Home
2,2016-08-19,-0.05,-0.05,-1.0,-1.0,malaga,osasuna,Draw,Home,Home
3,2016-08-20,0.03,0.03,0.08,0.08,barcelona,betis,Home,Home,Home
4,2016-08-20,-0.97,-0.97,-1.0,-1.0,granada,villarreal,Draw,Away,Home
5,2016-08-20,-0.3,-0.3,0.67,0.67,sevilla,espanol,Home,Home,Home
6,2016-08-21,-1.3,-1.3,-1.0,-1.0,ath madrid,alaves,Draw,Home,Home
7,2016-08-21,-0.55,-0.55,0.75,0.75,sociedad,real madrid,Away,Away,Away
8,2016-08-21,-1.55,-1.55,-1.0,-1.0,sp gijon,ath bilbao,Home,Away,Away
9,2016-08-22,-2.55,-2.55,-1.0,-1.0,celta,leganes,Away,Home,Home
10,2016-08-22,-3.55,-3.55,-1.0,-1.0,valencia,las palmas,Away,Home,Home
11,2016-08-26,-4.55,-4.55,-1.0,-1.0,espanol,malaga,Draw,Home,Home
12,2016-08-26,-2.35,-5.55,2.2,-1.0,betis,la coruna,Draw,Draw,Home
13,2016-08-27,-3.35,-3.85,-1.0,1.7,eibar,valencia,Home,Away,Home
14,2016-08-27,-4.35,-4.85,-1.0,-1.0,leganes,ath madrid,Draw,Away,Away
15,2016-08-27,-2.85,-3.35,1.5,1.5,osasuna,sociedad,Away,Away,Away
16,2016-08-27,-2.67,-3.17,0.18,0.18,real madrid,celta,Home,Home,Home
17,2016-08-28,-3.67,-4.17,-1.0,-1.0,alaves,sp gijon,Draw,Home,Home
18,2016-08-28,-3.17,-3.67,0.5,0.5,ath bilbao,barcelona,Away,Away,Away
19,2016-08-28,-2.26,-2.76,0.91,0.91,las palmas,granada,Home,Home,Home
20,2016-08-28,-3.26,-3.76,-1.0,-1.0,villarreal,sevilla,Draw,Away,Home
21,2016-09-09,-4.26,-4.76,-1.0,-1.0,sociedad,espanol,Draw,Home,Home
22,2016-09-10,-3.76,-4.26,0.5,0.5,sevilla,las palmas,Home,Home,Home
23,2016-09-10,-3.72,-4.22,0.04,0.04,real madrid,osasuna,Home,Home,Home
24,2016-09-10,-4.72,-5.22,-1.0,-1.0,barcelona,alaves,Away,Home,Home
25,2016-09-10,-3.99,-4.49,0.73,0.73,celta,ath madrid,Away,Away,Away
26,2016-09-10,-4.99,-5.49,-1.0,-1.0,malaga,villarreal,Away,Home,Home
27,2016-09-11,-5.99,-6.49,-1.0,-1.0,granada,eibar,Away,Home,Home
28,2016-09-11,-4.84,-5.34,1.15,1.15,la coruna,ath bilbao,Away,Away,Away
29,2016-09-11,-5.84,-4.09,-1.0,1.25,sp gijon,leganes,Home,Draw,Home
30,2016-09-11,-6.84,-5.09,-1.0,-1.0,valencia,betis,Away,Home,Home
31,2016-09-16,-7.84,-6.09,-1.0,-1.0,betis,granada,Draw,Home,Home
32,2016-09-17,-7.66,-5.91,0.18,0.18,leganes,barcelona,Away,Away,Away
33,2016-09-17,-8.66,-4.61,-1.0,1.3,las palmas,malaga,Home,Away,Home
34,2016-09-17,-8.48,-4.43,0.18,0.18,ath madrid,sp gijon,Home,Home,Home
35,2016-09-17,-9.48,-5.43,-1.0,-1.0,eibar,sevilla,Draw,Away,Away
