match_num,date,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2019-08-16,-1.0,-1.0,-1.0,-1.0,ath bilbao,barcelona,Home,Away,Away
2,2019-08-17,-0.35,-0.35,0.65,0.65,celta,real madrid,Away,Away,Away
3,2019-08-17,-1.35,-1.35,-1.0,-1.0,leganes,osasuna,Away,Draw,Home
4,2019-08-17,-2.35,-2.35,-1.0,-1.0,mallorca,eibar,Home,Away,Away
5,2019-08-17,-3.35,-3.35,-1.0,-1.0,valencia,sociedad,Draw,Home,Home
6,2019-08-17,-4.35,-4.35,-1.0,-1.0,villarreal,granada,Draw,Home,Home
7,2019-08-18,-3.2,-3.2,1.15,1.15,alaves,levante,Home,Home,Home
8,2019-08-18,-2.76,-2.76,0.44,0.44,ath madrid,getafe,Home,Home,Home
9,2019-08-18,-3.76,-3.76,-1.0,-1.0,betis,valladolid,Away,Home,Home
10,2019-08-18,-2.46,-2.46,1.3,1.3,espanol,sevilla,Away,Away,Away
11,2019-08-23,-3.46,-0.91,-1.0,1.55,levante,villarreal,Home,Draw,Home
12,2019-08-23,-2.51,0.04,0.95,0.95,granada,sevilla,Away,Away,Away
13,2019-08-24,-3.51,-0.96,-1.0,-1.0,celta,valencia,Home,Away,Away
14,2019-08-24,-4.51,-1.96,-1.0,-1.0,getafe,ath bilbao,Draw,Away,Home
15,2019-08-24,-2.31,-2.96,2.2,-1.0,osasuna,eibar,Draw,Draw,Home
16,2019-08-24,-3.31,-3.96,-1.0,-1.0,real madrid,valladolid,Draw,Home,Home
17,2019-08-25,-4.31,-4.96,-1.0,-1.0,alaves,espanol,Draw,Home,Home
18,2019-08-25,-4.06,-4.71,0.25,0.25,barcelona,betis,Home,Home,Home
19,2019-08-25,-3.26,-3.91,0.8,0.8,leganes,ath madrid,Away,Away,Away
20,2019-08-25,-1.86,-2.51,1.4,1.4,mallorca,sociedad,Away,Away,Away
21,2019-08-30,-2.86,-1.21,-1.0,1.3,ath bilbao,sociedad,Home,Draw,Home
22,2019-08-30,-3.86,-2.21,-1.0,-1.0,sevilla,celta,Draw,Home,Home
23,2019-08-31,-4.86,-3.21,-1.0,-1.0,osasuna,barcelona,Draw,Away,Away
24,2019-08-31,-3.86,-2.21,1.0,1.0,levante,valladolid,Home,Home,Home
25,2019-08-31,-1.46,-3.21,2.4,-1.0,getafe,alaves,Draw,Draw,Home
26,2019-08-31,-2.46,-2.26,-1.0,0.95,betis,leganes,Home,Draw,Home
27,2019-09-01,-2.06,-1.86,0.4,0.4,ath madrid,eibar,Home,Home,Home
28,2019-09-01,-3.06,-2.86,-1.0,-1.0,espanol,granada,Away,Draw,Home
29,2019-09-01,-2.66,-2.46,0.4,0.4,valencia,mallorca,Home,Home,Home
30,2019-09-01,-3.66,-3.46,-1.0,-1.0,villarreal,real madrid,Draw,Away,Away
31,2019-09-13,-4.66,-4.46,-1.0,-1.0,mallorca,ath bilbao,Draw,Away,Away
32,2019-09-14,-4.22,-4.02,0.44,0.44,barcelona,valencia,Home,Home,Home
33,2019-09-14,-5.22,-5.02,-1.0,-1.0,leganes,villarreal,Away,Draw,Home
34,2019-09-14,-5.0,-4.8,0.22,0.22,real madrid,levante,Home,Home,Home
35,2019-09-14,-6.0,-5.8,-1.0,-1.0,sociedad,ath madrid,Home,Away,Away
36,2019-09-15,-7.0,-6.8,-1.0,-1.0,valladolid,osasuna,Draw,Home,Home
37,2019-09-15,-8.0,-7.8,-1.0,-1.0,eibar,espanol,Away,Home,Home
38,2019-09-15,-7.0,-6.8,1.0,1.0,alaves,sevilla,Away,Away,Away
39,2019-09-15,-4.9,-7.8,2.1,-1.0,betis,getafe,Draw,Draw,Home
40,2019-09-15,-5.9,-8.8,-1.0,-1.0,celta,granada,Away,Draw,Home
41,2019-09-20,-6.9,-9.8,-1.0,-1.0,osasuna,betis,Draw,Home,Home
42,2019-09-21,-7.9,-10.8,-1.0,-1.0,ath madrid,celta,Draw,Home,Home
43,2019-09-21,-8.9,-11.8,-1.0,-1.0,granada,barcelona,Home,Away,Away
44,2019-09-21,-9.9,-12.8,-1.0,-1.0,levante,eibar,Draw,Away,Home
45,2019-09-21,-9.29,-12.19,0.61,0.61,villarreal,valladolid,Home,Home,Home
46,2019-09-22,-10.29,-13.19,-1.0,-1.0,valencia,leganes,Draw,Home,Home
47,2019-09-22,-8.84,-11.74,1.45,1.45,sevilla,real madrid,Away,Away,Away
48,2019-09-22,-8.23,-11.13,0.61,0.61,ath bilbao,alaves,Home,Home,Home
49,2019-09-22,-6.78,-9.68,1.45,1.45,espanol,sociedad,Away,Away,Away
50,2019-09-22,-5.93,-8.83,0.85,0.85,getafe,mallorca,Home,Home,Home
51,2019-09-24,-5.63,-8.53,0.3,0.3,barcelona,villarreal,Home,Home,Home
52,2019-09-24,-4.68,-7.58,0.95,0.95,betis,levante,Home,Home,Home
53,2019-09-24,-5.68,-8.58,-1.0,-1.0,valladolid,granada,Draw,Home,Home
54,2019-09-25,-3.68,-9.58,2.0,-1.0,leganes,ath bilbao,Draw,Draw,Away
55,2019-09-25,-3.07,-8.97,0.61,0.61,mallorca,ath madrid,Away,Away,Away
56,2019-09-25,-2.87,-8.77,0.2,0.2,real madrid,osasuna,Home,Home,Home
57,2019-09-25,-3.87,-9.77,-1.0,-1.0,valencia,getafe,Draw,Home,Home
58,2019-09-26,-3.27,-9.17,0.6,0.6,sociedad,alaves,Home,Home,Home
59,2019-09-26,-4.27,-10.17,-1.0,-1.0,celta,espanol,Draw,Home,Home
60,2019-09-26,-5.27,-11.17,-1.0,-1.0,eibar,sevilla,Home,Away,Away
61,2019-09-27,-4.44,-10.34,0.83,0.83,villarreal,betis,Home,Home,Home
62,2019-09-28,-5.44,-11.34,-1.0,-1.0,ath bilbao,valencia,Away,Home,Home
63,2019-09-28,-3.14,-12.34,2.3,-1.0,ath madrid,real madrid,Draw,Draw,Home
64,2019-09-28,-2.29,-11.49,0.85,0.85,getafe,barcelona,Away,Away,Away
65,2019-09-28,-3.29,-10.09,-1.0,1.4,granada,leganes,Home,Away,Home
66,2019-09-29,-4.29,-11.09,-1.0,-1.0,levante,osasuna,Draw,Home,Home
67,2019-09-29,-5.29,-12.09,-1.0,-1.0,espanol,valladolid,Away,Draw,Home
68,2019-09-29,-4.44,-11.24,0.85,0.85,sevilla,sociedad,Home,Home,Home
69,2019-09-29,-3.24,-10.04,1.2,1.2,alaves,mallorca,Home,Home,Home
70,2019-09-29,-1.99,-8.79,1.25,1.25,eibar,celta,Home,Home,Home
71,2019-10-04,-2.99,-9.79,-1.0,-1.0,betis,eibar,Draw,Home,Home
72,2019-10-05,-3.99,-10.79,-1.0,-1.0,leganes,levante,Away,Home,Home
73,2019-10-05,-4.99,-11.79,-1.0,-1.0,osasuna,villarreal,Home,Draw,Away
74,2019-10-05,-4.71,-11.51,0.28,0.28,real madrid,granada,Home,Home,Home
75,2019-10-05,-4.21,-11.01,0.5,0.5,valencia,alaves,Home,Home,Home
76,2019-10-06,-5.21,-12.01,-1.0,-1.0,sociedad,getafe,Away,Home,Home
77,2019-10-06,-6.21,-10.56,-1.0,1.45,mallorca,espanol,Home,Draw,Home
78,2019-10-06,-7.21,-11.56,-1.0,-1.0,valladolid,ath madrid,Draw,Away,Away
79,2019-10-06,-6.71,-11.06,0.5,0.5,barcelona,sevilla,Home,Home,Home
80,2019-10-06,-7.71,-9.36,-1.0,1.7,celta,ath bilbao,Home,Draw,Home
