match_num,date,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2017-08-18,-1.0,1.05,-1.0,1.05,leganes,alaves,Home,Away,Home
2,2017-08-18,-0.25,1.8,0.75,0.75,valencia,las palmas,Home,Home,Home
3,2017-08-19,1.95,0.8,2.2,-1.0,celta,sociedad,Away,Away,Home
4,2017-08-19,0.95,-0.2,-1.0,-1.0,girona,ath madrid,Draw,Away,Away
5,2017-08-19,-0.05,-1.2,-1.0,-1.0,sevilla,espanol,Draw,Home,Home
6,2017-08-20,-1.05,-2.2,-1.0,-1.0,ath bilbao,getafe,Draw,Home,Home
7,2017-08-20,-0.88,-2.03,0.17,0.17,barcelona,betis,Home,Home,Home
8,2017-08-20,-0.58,-1.73,0.3,0.3,la coruna,real madrid,Away,Away,Away
9,2017-08-21,-1.58,-2.73,-1.0,-1.0,levante,villarreal,Home,Away,Away
10,2017-08-21,-2.58,-3.73,-1.0,-1.0,malaga,eibar,Away,Home,Home
11,2017-08-25,-1.53,-2.68,1.05,1.05,sociedad,villarreal,Home,Home,Home
12,2017-08-25,-2.53,-1.48,-1.0,1.2,betis,celta,Home,Draw,Home
13,2017-08-26,-3.53,-0.33,-1.0,1.15,girona,malaga,Home,Away,Home
14,2017-08-26,-3.24,-0.04,0.29,0.29,alaves,barcelona,Away,Away,Away
15,2017-08-26,-4.24,-1.04,-1.0,-1.0,levante,la coruna,Draw,Away,Home
16,2017-08-26,-3.49,-0.29,0.75,0.75,las palmas,ath madrid,Away,Away,Away
17,2017-08-27,-4.49,-1.29,-1.0,-1.0,eibar,ath bilbao,Away,Home,Home
18,2017-08-27,-5.49,-2.29,-1.0,-1.0,espanol,leganes,Away,Home,Home
19,2017-08-27,-4.34,-1.14,1.15,1.15,getafe,sevilla,Away,Away,Away
20,2017-08-27,-5.34,-2.14,-1.0,-1.0,real madrid,valencia,Draw,Home,Home
21,2017-09-08,-6.34,-3.14,-1.0,-1.0,leganes,getafe,Away,Home,Home
22,2017-09-09,-7.34,-4.14,-1.0,-1.0,valencia,ath madrid,Draw,Away,Away
23,2017-09-09,-6.77,-3.57,0.57,0.57,sevilla,eibar,Home,Home,Home
24,2017-09-09,-6.6,-3.4,0.17,0.17,barcelona,espanol,Home,Home,Home
25,2017-09-09,-7.6,-4.4,-1.0,-1.0,real madrid,levante,Draw,Home,Home
26,2017-09-10,-6.93,-3.73,0.67,0.67,celta,alaves,Home,Home,Home
27,2017-09-10,-6.26,-3.06,0.67,0.67,ath bilbao,girona,Home,Home,Home
28,2017-09-10,-5.41,-2.21,0.85,0.85,villarreal,betis,Home,Home,Home
29,2017-09-10,-3.81,-0.61,1.6,1.6,la coruna,sociedad,Away,Away,Away
30,2017-09-11,-4.81,-1.61,-1.0,-1.0,malaga,las palmas,Away,Home,Home
31,2017-09-15,-3.76,-0.56,1.05,1.05,eibar,leganes,Home,Home,Home
32,2017-09-16,-3.51,-0.31,0.25,0.25,getafe,barcelona,Away,Away,Away
33,2017-09-16,-4.51,-1.31,-1.0,-1.0,levante,valencia,Draw,Away,Away
34,2017-09-16,-5.51,-0.48,-1.0,0.83,betis,la coruna,Home,Draw,Home
35,2017-09-16,-5.29,-0.26,0.22,0.22,ath madrid,malaga,Home,Home,Home
36,2017-09-17,-3.99,1.04,1.3,1.3,girona,sevilla,Away,Away,Away
37,2017-09-17,-4.99,2.44,-1.0,1.4,alaves,villarreal,Away,Home,Away
38,2017-09-17,-4.32,3.11,0.67,0.67,sociedad,real madrid,Away,Away,Away
39,2017-09-17,-5.32,2.11,-1.0,-1.0,las palmas,ath bilbao,Home,Away,Away
40,2017-09-18,-6.32,3.41,-1.0,1.3,espanol,celta,Home,Draw,Home
41,2017-09-19,-6.21,3.52,0.11,0.11,barcelona,eibar,Home,Home,Home
42,2017-09-19,-5.71,4.02,0.5,0.5,valencia,malaga,Home,Home,Home
43,2017-09-20,-5.31,4.42,0.4,0.4,sevilla,las palmas,Home,Home,Home
44,2017-09-20,-6.31,3.42,-1.0,-1.0,leganes,girona,Draw,Home,Home
45,2017-09-20,-7.31,2.42,-1.0,-1.0,real madrid,betis,Away,Home,Home
46,2017-09-20,-6.4,3.33,0.91,0.91,la coruna,alaves,Home,Home,Home
47,2017-09-20,-5.15,4.58,1.25,1.25,ath bilbao,ath madrid,Away,Away,Away
48,2017-09-21,-6.15,3.58,-1.0,-1.0,levante,sociedad,Home,Away,Away
49,2017-09-21,-7.15,2.58,-1.0,-1.0,villarreal,espanol,Draw,Home,Home
50,2017-09-21,-8.15,1.58,-1.0,-1.0,celta,getafe,Draw,Home,Home
51,2017-09-23,-7.98,1.75,0.17,0.17,alaves,real madrid,Away,Away,Away
52,2017-09-23,-7.41,2.32,0.57,0.57,ath madrid,sevilla,Home,Home,Home
53,2017-09-23,-7.16,2.57,0.25,0.25,girona,barcelona,Away,Away,Away
54,2017-09-23,-8.16,1.57,-1.0,-1.0,malaga,ath bilbao,Draw,Away,Away
55,2017-09-24,-9.16,0.57,-1.0,-1.0,getafe,villarreal,Home,Away,Away
56,2017-09-24,-10.16,-0.43,-1.0,-1.0,las palmas,leganes,Away,Home,Home
57,2017-09-24,-9.21,0.52,0.95,0.95,espanol,la coruna,Home,Home,Home
58,2017-09-24,-10.21,-0.48,-1.0,-1.0,sociedad,valencia,Away,Home,Home
59,2017-09-24,-11.21,-1.48,-1.0,-1.0,eibar,celta,Away,Home,Home
60,2017-09-25,-12.21,-0.63,-1.0,0.85,betis,levante,Home,Away,Home
61,2017-09-29,-13.21,-1.63,-1.0,-1.0,celta,girona,Draw,Home,Home
62,2017-09-30,-11.96,-0.38,1.25,1.25,la coruna,getafe,Home,Home,Home
63,2017-09-30,-12.96,-1.38,-1.0,-1.0,leganes,ath madrid,Draw,Away,Away
64,2017-09-30,-13.96,-2.38,-1.0,-1.0,levante,alaves,Away,Draw,Home
65,2017-09-30,-13.6,-2.02,0.36,0.36,sevilla,malaga,Home,Home,Home
66,2017-10-01,-12.69,-1.11,0.91,0.91,valencia,ath bilbao,Home,Home,Home
67,2017-10-01,-11.86,-0.28,0.83,0.83,villarreal,eibar,Home,Home,Home
68,2017-10-01,-12.86,-1.28,-1.0,-1.0,sociedad,betis,Draw,Home,Home
69,2017-10-01,-12.78,-1.2,0.08,0.08,barcelona,las palmas,Home,Home,Home
70,2017-10-01,-12.68,-1.1,0.1,0.1,real madrid,espanol,Home,Home,Home
71,2017-10-13,-13.68,-2.1,-1.0,-1.0,espanol,levante,Draw,Home,Home
72,2017-10-14,-12.18,-0.6,1.5,1.5,ath bilbao,sevilla,Home,Home,Home
73,2017-10-14,-13.18,0.55,-1.0,1.15,alaves,sociedad,Away,Home,Away
74,2017-10-14,-12.89,0.84,0.29,0.29,getafe,real madrid,Away,Away,Away
75,2017-10-14,-13.89,-0.16,-1.0,-1.0,ath madrid,barcelona,Draw,Away,Away
76,2017-10-15,-12.29,1.44,1.6,1.6,girona,villarreal,Away,Away,Away
77,2017-10-15,-13.29,0.44,-1.0,-1.0,malaga,leganes,Away,Home,Home
78,2017-10-15,-11.59,-0.56,1.7,-1.0,betis,valencia,Away,Away,Home
79,2017-10-15,-12.59,-1.56,-1.0,-1.0,eibar,la coruna,Draw,Home,Home
80,2017-10-16,-13.59,-2.56,-1.0,-1.0,las palmas,celta,Away,Home,Home
81,2017-10-21,-13.02,-1.99,0.57,0.57,betis,alaves,Home,Home,Home
82,2017-10-21,-12.95,-1.92,0.07,0.07,barcelona,malaga,Home,Home,Home
83,2017-10-21,-12.1,-1.07,0.85,0.85,valencia,sevilla,Home,Home,Home
