match_num,date,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2017-08-18,1.05,1.05,1.05,1.05,leganes,alaves,Home,Home,Home
2,2017-08-18,1.8,1.8,0.75,0.75,valencia,las palmas,Home,Home,Home
3,2017-08-19,0.8,0.8,-1.0,-1.0,celta,sociedad,Away,Home,Home
4,2017-08-19,-0.2,-0.2,-1.0,-1.0,girona,ath madrid,Draw,Away,Away
5,2017-08-19,-1.2,-1.2,-1.0,-1.0,sevilla,espanol,Draw,Home,Home
6,2017-08-20,-2.2,-2.2,-1.0,-1.0,ath bilbao,getafe,Draw,Home,Home
7,2017-08-20,-2.03,-2.03,0.17,0.17,barcelona,betis,Home,Home,Home
8,2017-08-20,-1.73,-1.73,0.3,0.3,la coruna,real madrid,Away,Away,Away
9,2017-08-21,-2.73,-2.73,-1.0,-1.0,levante,villarreal,Home,Away,Away
10,2017-08-21,-3.73,-3.73,-1.0,-1.0,malaga,eibar,Away,Home,Home
11,2017-08-25,-2.68,-2.68,1.05,1.05,sociedad,villarreal,Home,Home,Home
12,2017-08-25,-1.48,-1.48,1.2,1.2,betis,celta,Home,Home,Home
13,2017-08-26,-1.19,-1.19,0.29,0.29,alaves,barcelona,Away,Away,Away
14,2017-08-26,-0.04,-0.04,1.15,1.15,girona,malaga,Home,Home,Home
15,2017-08-26,0.71,0.71,0.75,0.75,las palmas,ath madrid,Away,Away,Away
16,2017-08-26,2.81,-0.29,2.1,-1.0,levante,la coruna,Draw,Draw,Home
17,2017-08-27,1.81,-1.29,-1.0,-1.0,eibar,ath bilbao,Away,Home,Home
18,2017-08-27,0.81,-2.29,-1.0,-1.0,espanol,leganes,Away,Draw,Home
19,2017-08-27,1.96,-1.14,1.15,1.15,getafe,sevilla,Away,Away,Away
20,2017-08-27,0.96,-2.14,-1.0,-1.0,real madrid,valencia,Draw,Home,Home
21,2017-09-08,-0.04,-3.14,-1.0,-1.0,leganes,getafe,Away,Home,Home
22,2017-09-09,-1.04,-4.14,-1.0,-1.0,valencia,ath madrid,Draw,Away,Away
23,2017-09-09,-0.47,-3.57,0.57,0.57,sevilla,eibar,Home,Home,Home
24,2017-09-09,-0.3,-3.4,0.17,0.17,barcelona,espanol,Home,Home,Home
25,2017-09-09,-1.3,-4.4,-1.0,-1.0,real madrid,levante,Draw,Home,Home
26,2017-09-10,-0.63,-3.73,0.67,0.67,ath bilbao,girona,Home,Home,Home
27,2017-09-10,0.04,-3.06,0.67,0.67,celta,alaves,Home,Home,Home
28,2017-09-10,1.64,-1.46,1.6,1.6,la coruna,sociedad,Away,Away,Away
29,2017-09-10,2.49,-0.61,0.85,0.85,villarreal,betis,Home,Home,Home
30,2017-09-11,1.49,-1.61,-1.0,-1.0,malaga,las palmas,Away,Home,Home
31,2017-09-15,2.54,-0.56,1.05,1.05,eibar,leganes,Home,Home,Home
32,2017-09-16,2.79,-0.31,0.25,0.25,getafe,barcelona,Away,Away,Away
33,2017-09-16,1.79,-1.31,-1.0,-1.0,levante,valencia,Draw,Away,Away
34,2017-09-16,2.62,-0.48,0.83,0.83,betis,la coruna,Home,Home,Home
35,2017-09-16,2.84,-0.26,0.22,0.22,ath madrid,malaga,Home,Home,Home
36,2017-09-17,4.24,1.14,1.4,1.4,alaves,villarreal,Away,Away,Away
37,2017-09-17,5.54,2.44,1.3,1.3,girona,sevilla,Away,Away,Away
38,2017-09-17,4.54,1.44,-1.0,-1.0,las palmas,ath bilbao,Home,Away,Away
39,2017-09-17,5.21,2.11,0.67,0.67,sociedad,real madrid,Away,Away,Away
40,2017-09-18,6.51,3.41,1.3,1.3,espanol,celta,Home,Home,Home
41,2017-09-19,6.62,3.52,0.11,0.11,barcelona,eibar,Home,Home,Home
42,2017-09-19,7.12,4.02,0.5,0.5,valencia,malaga,Home,Home,Home
43,2017-09-20,7.52,4.42,0.4,0.4,sevilla,las palmas,Home,Home,Home
44,2017-09-20,6.52,3.42,-1.0,-1.0,leganes,girona,Draw,Home,Home
45,2017-09-20,5.52,2.42,-1.0,-1.0,real madrid,betis,Away,Home,Home
46,2017-09-20,6.43,3.33,0.91,0.91,la coruna,alaves,Home,Home,Home
47,2017-09-20,7.68,4.58,1.25,1.25,ath bilbao,ath madrid,Away,Away,Away
48,2017-09-21,6.68,3.58,-1.0,-1.0,celta,getafe,Draw,Home,Home
49,2017-09-21,5.68,2.58,-1.0,-1.0,levante,sociedad,Home,Away,Away
50,2017-09-21,4.68,1.58,-1.0,-1.0,villarreal,espanol,Draw,Home,Home
51,2017-09-23,4.85,1.75,0.17,0.17,alaves,real madrid,Away,Away,Away
52,2017-09-23,5.42,2.32,0.57,0.57,ath madrid,sevilla,Home,Home,Home
53,2017-09-23,5.67,2.57,0.25,0.25,girona,barcelona,Away,Away,Away
54,2017-09-23,4.67,1.57,-1.0,-1.0,malaga,ath bilbao,Draw,Away,Away
55,2017-09-24,6.77,0.57,2.1,-1.0,sociedad,valencia,Away,Away,Home
56,2017-09-24,5.77,-0.43,-1.0,-1.0,las palmas,leganes,Away,Home,Home
57,2017-09-24,4.77,-1.43,-1.0,-1.0,getafe,villarreal,Home,Away,Away
58,2017-09-24,5.72,-0.48,0.95,0.95,espanol,la coruna,Home,Home,Home
59,2017-09-24,4.72,-1.48,-1.0,-1.0,eibar,celta,Away,Home,Home
60,2017-09-25,5.57,-0.63,0.85,0.85,betis,levante,Home,Home,Home
61,2017-09-29,4.57,-1.63,-1.0,-1.0,celta,girona,Draw,Home,Home
62,2017-09-30,5.82,-0.38,1.25,1.25,la coruna,getafe,Home,Home,Home
63,2017-09-30,4.82,-1.38,-1.0,-1.0,leganes,ath madrid,Draw,Away,Away
64,2017-09-30,3.82,-2.38,-1.0,-1.0,levante,alaves,Away,Home,Home
65,2017-09-30,4.18,-2.02,0.36,0.36,sevilla,malaga,Home,Home,Home
66,2017-10-01,5.01,-1.19,0.83,0.83,villarreal,eibar,Home,Home,Home
67,2017-10-01,5.92,-0.28,0.91,0.91,valencia,ath bilbao,Home,Home,Home
68,2017-10-01,4.92,-1.28,-1.0,-1.0,sociedad,betis,Draw,Home,Home
69,2017-10-01,5.02,-1.18,0.1,0.1,real madrid,espanol,Home,Home,Home
70,2017-10-01,5.1,-1.1,0.08,0.08,barcelona,las palmas,Home,Home,Home
71,2017-10-13,4.1,-2.1,-1.0,-1.0,espanol,levante,Draw,Home,Home
72,2017-10-14,5.25,-0.95,1.15,1.15,alaves,sociedad,Away,Away,Away
73,2017-10-14,6.75,0.55,1.5,1.5,ath bilbao,sevilla,Home,Home,Home
74,2017-10-14,5.75,-0.45,-1.0,-1.0,ath madrid,barcelona,Draw,Away,Away
75,2017-10-14,6.04,-0.16,0.29,0.29,getafe,real madrid,Away,Away,Away
76,2017-10-15,7.64,1.44,1.6,1.6,girona,villarreal,Away,Away,Away
77,2017-10-15,6.64,0.44,-1.0,-1.0,malaga,leganes,Away,Home,Home
78,2017-10-15,8.34,-0.56,1.7,-1.0,betis,valencia,Away,Away,Home
79,2017-10-15,7.34,-1.56,-1.0,-1.0,eibar,la coruna,Draw,Home,Home
80,2017-10-16,6.34,-2.56,-1.0,-1.0,las palmas,celta,Away,Home,Home
81,2017-10-21,6.41,-2.49,0.07,0.07,barcelona,malaga,Home,Home,Home
82,2017-10-21,6.98,-1.92,0.57,0.57,betis,alaves,Home,Home,Home
83,2017-10-21,5.98,-2.92,-1.0,-1.0,levante,getafe,Draw,Home,Home
84,2017-10-21,6.83,-2.07,0.85,0.85,valencia,sevilla,Home,Home,Home
85,2017-10-22,6.92,-1.98,0.09,0.09,real madrid,eibar,Home,Home,Home
86,2017-10-22,7.87,-1.03,0.95,0.95,celta,ath madrid,Away,Away,Away
87,2017-10-22,6.87,0.34,-1.0,1.37,leganes,ath bilbao,Home,Away,Home
88,2017-10-22,7.37,0.84,0.5,0.5,villarreal,las palmas,Home,Home,Home
89,2017-10-23,6.37,-0.16,-1.0,-1.0,sociedad,espanol,Draw,Home,Home
90,2017-10-23,5.37,-1.16,-1.0,-1.0,la coruna,girona,Away,Home,Home
91,2017-10-28,4.37,-2.16,-1.0,-1.0,ath madrid,villarreal,Draw,Home,Home
92,2017-10-28,4.98,-1.55,0.61,0.61,sevilla,leganes,Home,Home,Home
93,2017-10-28,5.58,-0.95,0.6,0.6,alaves,valencia,Away,Away,Away
94,2017-10-28,6.02,-0.51,0.44,0.44,ath bilbao,barcelona,Away,Away,Away
95,2017-10-29,5.02,-1.51,-1.0,-1.0,eibar,levante,Draw,Home,Home
96,2017-10-29,6.47,-0.06,1.45,1.45,getafe,sociedad,Home,Home,Home
97,2017-10-29,5.47,-1.06,-1.0,-1.0,girona,real madrid,Home,Away,Away
98,2017-10-29,4.47,-2.06,-1.0,-1.0,malaga,celta,Home,Away,Away
99,2017-10-30,5.61,-0.92,1.14,1.14,espanol,betis,Home,Home,Home
100,2017-10-30,4.61,-1.92,-1.0,-1.0,las palmas,la coruna,Away,Home,Home
101,2017-11-03,3.61,-2.92,-1.0,-1.0,betis,getafe,Draw,Home,Home
102,2017-11-04,4.41,-2.12,0.8,0.8,la coruna,ath madrid,Away,Away,Away
103,2017-11-04,4.91,-1.62,0.5,0.5,valencia,leganes,Home,Home,Home
104,2017-11-04,3.91,-2.62,-1.0,-1.0,alaves,espanol,Home,Away,Away
105,2017-11-04,4.1,-2.43,0.19,0.19,barcelona,sevilla,Home,Home,Home
106,2017-11-05,5.2,-1.33,1.1,1.1,celta,ath bilbao,Home,Home,Home
107,2017-11-05,4.2,-2.33,-1.0,-1.0,levante,girona,Away,Home,Home
108,2017-11-05,4.28,-2.25,0.08,0.08,real madrid,las palmas,Home,Home,Home
109,2017-11-05,4.89,-1.64,0.61,0.61,sociedad,eibar,Home,Home,Home
110,2017-11-05,5.42,-1.11,0.53,0.53,villarreal,malaga,Home,Home,Home
111,2017-11-17,4.42,-2.11,-1.0,-1.0,girona,sociedad,Draw,Away,Away
112,2017-11-18,3.42,-3.11,-1.0,-1.0,ath madrid,real madrid,Draw,Away,Away
113,2017-11-18,4.22,-2.31,0.8,0.8,getafe,alaves,Home,Home,Home
114,2017-11-18,4.55,-1.98,0.33,0.33,leganes,barcelona,Away,Away,Away
115,2017-11-18,5.27,-1.26,0.72,0.72,sevilla,celta,Home,Home,Home
116,2017-11-19,6.64,0.11,1.37,1.37,malaga,la coruna,Home,Home,Home
117,2017-11-19,5.64,-0.89,-1.0,-1.0,las palmas,levante,Away,Home,Home
118,2017-11-19,4.64,-1.89,-1.0,-1.0,ath bilbao,villarreal,Draw,Home,Home
119,2017-11-19,5.93,-0.6,1.29,1.29,espanol,valencia,Away,Away,Away
120,2017-11-20,7.32,0.79,1.39,1.39,eibar,betis,Home,Home,Home
