match_num,date,model_cum,bet365_cum,model_ret,bet365_ret,home,away,true_txt,model_txt,bet365_txt
1,2012-08-18,-1.0,-1.0,-1.0,-1.0,celta,malaga,Away,Home,Home
2,2012-08-18,0.0,0.0,1.0,1.0,mallorca,espanol,Home,Home,Home
3,2012-08-18,0.62,0.62,0.62,0.62,sevilla,getafe,Home,Home,Home
4,2012-08-19,0.72,0.72,0.1,0.1,barcelona,sociedad,Home,Home,Home
5,2012-08-19,-0.28,-0.28,-1.0,-1.0,ath bilbao,betis,Away,Home,Home
6,2012-08-19,-1.28,-1.28,-1.0,-1.0,real madrid,valencia,Draw,Home,Home
7,2012-08-19,-2.28,-2.28,-1.0,-1.0,levante,ath madrid,Draw,Away,Away
8,2012-08-20,-1.28,-1.28,1.0,1.0,la coruna,osasuna,Home,Home,Home
9,2012-08-20,-0.08,-0.08,1.2,1.2,vallecano,granada,Home,Home,Home
10,2012-08-20,-1.08,-1.08,-1.0,-1.0,zaragoza,valladolid,Away,Home,Home
11,2012-08-25,-2.08,-2.08,-1.0,-1.0,malaga,mallorca,Draw,Home,Home
12,2012-08-25,-1.08,-1.08,1.0,1.0,sociedad,celta,Home,Home,Home
13,2012-08-25,-2.08,-2.08,-1.0,-1.0,espanol,zaragoza,Away,Home,Home
14,2012-08-25,-3.08,-3.08,-1.0,-1.0,betis,vallecano,Away,Home,Home
15,2012-08-26,-4.08,-4.08,-1.0,-1.0,getafe,real madrid,Home,Away,Away
16,2012-08-26,-5.08,-5.08,-1.0,-1.0,granada,sevilla,Draw,Away,Away
17,2012-08-26,-4.86,-4.86,0.22,0.22,osasuna,barcelona,Away,Away,Away
18,2012-08-26,-5.86,-5.86,-1.0,-1.0,valencia,la coruna,Draw,Home,Home
19,2012-08-27,-4.81,-4.81,1.05,1.05,valladolid,levante,Home,Home,Home
20,2012-08-27,-4.21,-4.21,0.6,0.6,ath madrid,ath bilbao,Home,Home,Home
21,2012-09-01,-3.11,-3.11,1.1,1.1,mallorca,sociedad,Home,Home,Home
22,2012-09-01,-4.11,-1.51,-1.0,1.6,zaragoza,malaga,Away,Home,Away
23,2012-09-01,-3.11,-0.51,1.0,1.0,celta,osasuna,Home,Home,Home
24,2012-09-01,-4.11,-1.51,-1.0,-1.0,la coruna,getafe,Draw,Home,Home
25,2012-09-02,-3.89,-1.29,0.22,0.22,barcelona,valencia,Home,Home,Home
26,2012-09-02,-2.89,-0.29,1.0,1.0,ath bilbao,valladolid,Home,Home,Home
27,2012-09-02,-1.69,0.91,1.2,1.2,levante,espanol,Home,Home,Home
28,2012-09-02,-2.69,-0.09,-1.0,-1.0,vallecano,sevilla,Draw,Home,Away
29,2012-09-02,-2.61,-0.01,0.08,0.08,real madrid,granada,Home,Home,Home
30,2012-09-15,-2.36,0.24,0.25,0.25,getafe,barcelona,Away,Away,Away
31,2012-09-15,-1.66,0.94,0.7,0.7,malaga,levante,Home,Home,Home
32,2012-09-15,-2.66,-0.06,-1.0,-1.0,sevilla,real madrid,Home,Away,Away
33,2012-09-15,-2.22,0.38,0.44,0.44,valencia,celta,Home,Home,Home
34,2012-09-16,-1.89,0.71,0.33,0.33,ath madrid,vallecano,Home,Home,Home
35,2012-09-16,-2.89,-0.29,-1.0,-1.0,osasuna,mallorca,Draw,Home,Home
36,2012-09-16,-3.89,-1.29,-1.0,-1.0,espanol,ath bilbao,Draw,Home,Home
37,2012-09-16,-4.89,-2.29,-1.0,-1.0,granada,la coruna,Draw,Home,Home
38,2012-09-16,-4.09,-1.49,0.8,0.8,sociedad,zaragoza,Home,Home,Home
39,2012-09-17,-5.09,-2.49,-1.0,-1.0,valladolid,betis,Away,Home,Home
40,2012-09-22,-3.84,-1.24,1.25,1.25,zaragoza,osasuna,Home,Home,Home
41,2012-09-22,-2.84,-0.24,1.0,1.0,celta,getafe,Home,Home,Home
42,2012-09-22,-1.89,0.71,0.95,0.95,betis,espanol,Home,Home,Home
43,2012-09-22,-1.84,0.76,0.05,0.05,barcelona,granada,Home,Home,Home
44,2012-09-23,-2.84,-0.24,-1.0,-1.0,mallorca,valencia,Home,Away,Away
45,2012-09-23,-3.84,-1.24,-1.0,-1.0,ath bilbao,malaga,Draw,Home,Home
46,2012-09-23,-3.54,-0.94,0.3,0.3,ath madrid,valladolid,Home,Home,Home
47,2012-09-23,-2.44,0.16,1.1,1.1,levante,sociedad,Home,Home,Home
48,2012-09-24,-2.14,0.46,0.3,0.3,vallecano,real madrid,Away,Away,Away
49,2012-09-24,-3.14,-0.54,-1.0,-1.0,la coruna,sevilla,Away,Home,Home
50,2012-09-26,-1.84,0.76,1.3,1.3,betis,ath madrid,Away,Away,Away
51,2012-09-29,-1.14,1.46,0.7,0.7,malaga,betis,Home,Home,Home
52,2012-09-29,-0.64,1.96,0.5,0.5,sevilla,barcelona,Away,Away,Away
53,2012-09-29,0.66,3.26,1.3,1.3,sociedad,ath bilbao,Home,Home,Home
54,2012-09-29,1.02,3.62,0.36,0.36,valencia,zaragoza,Home,Home,Home
55,2012-09-30,2.02,4.62,1.0,1.0,espanol,ath madrid,Away,Away,Away
56,2012-09-30,3.32,5.92,1.3,1.3,granada,celta,Home,Home,Home
