Season,Matchday,Date,HomeTeam_norm,AwayTeam_norm,pred_key,y_true,y_pred_market,pH_mkt_pred,pD_mkt_pred,pA_mkt_pred,conf_maxprob,entropy,margin_top12,B365H,B365D,B365A,overround,odds_pick,p_pick,ev_pick,kelly_pick,bet_placed,correct,profit,cum_profit_season
2025,1,2025-08-15,girona,vallecano,<NA>#5700,A,H,0.4212076583210604,0.2916053019145803,0.2871870397643594,0.4212076583210604,1.0818502234468752,0.1296023564064801,2.25,3.25,3.3,1.0551670551670551,2.25,0.4212076583210604,-0.052282768777614064,0.0,1,0,-1.0,-1.0
2025,1,2025-08-15,villarreal,real oviedo,<NA>#5701,H,H,0.6803939122649956,0.20053715308863027,0.11906893464637423,0.6803939122649956,0.8376075654415297,0.4798567591763653,1.4,4.75,8.0,1.0498120300751879,1.4,0.6803939122649956,-0.047448522829006246,0.0,1,1,0.3999999999999999,-0.6000000000000001
2025,1,2025-08-16,alaves,levante,<NA>#5703,H,H,0.43812451960030746,0.31398923904688697,0.24788624135280551,0.43812451960030746,1.0710353393119463,0.12413528055342049,2.15,3.0,3.8,1.061607507139943,2.15,0.43812451960030746,-0.058032282859339035,0.0,1,1,1.15,0.5499999999999998
2025,1,2025-08-16,mallorca,barcelona,<NA>#5702,A,A,0.13513513513513511,0.1891891891891892,0.6756756756756757,0.6756756756756757,0.850365041637124,0.48648648648648646,7.0,5.0,1.4,1.0571428571428572,1.4,0.6756756756756757,-0.05405405405405411,0.0,1,1,0.3999999999999999,0.9499999999999997
2025,1,2025-08-16,valencia,sociedad,<NA>#5704,D,H,0.36559577063847093,0.3277755185034567,0.3066287108580724,0.36559577063847093,1.0959529905983285,0.03782025213501422,2.6,2.9,3.1,1.0520236159835714,2.6,0.36559577063847093,-0.04945099633997552,0.0,1,0,-1.0,-0.050000000000000266
2025,1,2025-08-17,ath bilbao,sevilla,<NA>#5706,H,H,0.6008782066096602,0.2418919959941453,0.15722979739619442,0.6008782066096602,0.940256219330246,0.3589862106155149,1.57,3.9,6.0,1.0600195982361589,1.57,0.6008782066096602,-0.056621215622833454,0.0,1,1,0.5700000000000001,0.5199999999999998
2025,1,2025-08-17,celta,getafe,<NA>#5705,A,H,0.5483028720626633,0.2710182767624021,0.1806788511749347,0.5483028720626633,0.9924709972584975,0.27728459530026117,1.73,3.5,5.25,1.054225158271401,1.73,0.5483028720626633,-0.05143603133159258,0.0,1,0,-1.0,-0.4800000000000002
2025,1,2025-08-17,espanol,ath madrid,<NA>#5707,H,A,0.15722979739619444,0.24189199599414532,0.6008782066096603,0.6008782066096603,0.940256219330246,0.35898621061551494,6.0,3.9,1.57,1.0600195982361589,1.57,0.6008782066096603,-0.05662121562283329,0.0,1,0,-1.0,-1.4800000000000002
2025,1,2025-08-18,elche,betis,<NA>#5708,D,A,0.2796610169491525,0.288135593220339,0.43220338983050843,0.43220338983050843,1.0774294157005464,0.14406779661016944,3.4,3.3,2.2,1.0516934046345812,2.2,0.43220338983050843,-0.04915254237288136,0.0,1,0,-1.0,-2.4800000000000004
2025,1,2025-08-19,real madrid,osasuna,<NA>#5709,H,H,0.7757674129947009,0.1514297990165656,0.07280278798873346,0.7757674129947009,0.6735565937732295,0.6243376139781353,1.22,6.25,13.0,1.056595208070618,1.22,0.7757674129947009,-0.05356375614646497,0.0,1,1,0.21999999999999997,-2.2600000000000002
2025,2,2025-08-22,betis,alaves,<NA>#5710,H,H,0.4959022086400889,0.2785803583831088,0.22551743297680232,0.4959022086400889,1.0397295931617847,0.2173218502569801,1.91,3.4,4.2,1.0557730945781454,1.91,0.4959022086400889,-0.05282678149743031,0.0,1,1,0.9099999999999999,-1.3500000000000003
2025,2,2025-08-23,ath madrid,elche,<NA>#5711,D,A,0.08595988538681948,0.15759312320916904,0.7564469914040115,0.7564469914040115,0.7132673093993382,0.5988538681948424,11.0,6.0,1.25,1.0575757575757576,1.25,0.7564469914040115,-0.05444126074498562,0.0,1,0,-1.0,-2.3500000000000005
2025,2,2025-08-23,levante,barcelona,<NA>#5712,A,A,0.3013408609738885,0.31122088920254065,0.3874382498235709,0.3874382498235709,1.0921041499874948,0.07621736062103024,3.15,3.05,2.45,1.0534924352254562,2.45,0.3874382498235709,-0.050776287932251196,0.0,1,1,1.4500000000000002,-0.9000000000000001
2025,2,2025-08-23,mallorca,celta,<NA>#5713,D,H,0.7567567567567568,0.18018018018018017,0.06306306306306306,0.7567567567567568,0.6939930155708445,0.5765765765765767,1.25,5.25,15.0,1.0571428571428572,1.25,0.7567567567567568,-0.054054054054054,0.0,1,0,-1.0,-1.9000000000000001
2025,2,2025-08-24,osasuna,valencia,<NA>#5715,H,H,0.39616613418530355,0.2971246006389776,0.30670926517571884,0.39616613418530355,1.0898961829389082,0.08945686900958472,2.4,3.2,3.1,1.051747311827957,2.4,0.39616613418530355,-0.049201277955271516,0.0,1,1,1.4,-0.5000000000000002
2025,2,2025-08-24,real oviedo,real madrid,<NA>#5716,A,A,0.09965156794425088,0.1721254355400697,0.7282229965156795,0.7282229965156795,0.7636186556702793,0.5560975609756098,9.5,5.5,1.3,1.0563121089436878,1.3,0.7282229965156795,-0.05331010452961668,0.0,1,1,0.30000000000000004,-0.20000000000000018
2025,2,2025-08-24,sociedad,espanol,<NA>#5714,D,H,0.5292652552926526,0.28019925280199254,0.19053549190535493,0.5292652552926526,1.0091299452519742,0.24906600249066002,1.8,3.4,5.0,1.0496732026143791,1.8,0.5292652552926526,-0.04732254047322537,0.0,1,0,-1.0,-1.2000000000000002
2025,2,2025-08-24,villarreal,girona,<NA>#5717,H,H,0.62175570600863,0.21969658895916946,0.15854770503220064,0.62175570600863,0.9204124663551144,0.4020591170494605,1.53,4.33,6.0,1.0512083201255868,1.53,0.62175570600863,-0.04871376980679615,0.0,1,1,0.53,-0.6700000000000002
2025,2,2025-08-25,ath bilbao,vallecano,<NA>#5719,H,H,0.4210526315789474,0.31578947368421056,0.26315789473684215,0.4210526315789474,1.0795295733255184,0.10526315789473684,2.25,3.0,3.6,1.0555555555555554,2.25,0.4210526315789474,-0.05263157894736836,0.0,1,1,1.25,0.5799999999999998
2025,2,2025-08-25,sevilla,getafe,<NA>#5718,A,H,0.557163531114327,0.27062228654124454,0.17221418234442837,0.557163531114327,0.9825223263250118,0.2865412445730825,1.7,3.5,5.5,1.0557677616501147,1.7,0.557163531114327,-0.05282199710564406,0.0,1,0,-1.0,-0.42000000000000015
2025,3,2025-08-29,elche,levante,<NA>#5721,H,H,0.4194977843426883,0.3146233382570162,0.2658788774002954,0.4194977843426883,1.0804539197451732,0.10487444608567209,2.25,3.0,3.55,1.0594679186228482,2.25,0.4194977843426883,-0.056129985228951296,0.0,1,1,1.25,0.8299999999999998
2025,3,2025-08-29,valencia,getafe,<NA>#5722,H,H,0.43940125543215836,0.2906808305166586,0.269917914051183,0.43940125543215836,1.0739775310602264,0.14872042491549975,2.15,3.25,3.5,1.058522872476361,2.15,0.43940125543215836,-0.05528730082085953,0.0,1,1,1.15,1.9799999999999998
2025,3,2025-08-30,alaves,ath madrid,<NA>#5725,D,H,0.3956834532374101,0.2877697841726619,0.31654676258992803,0.3956834532374101,1.089417478132513,0.07913669064748208,2.4,3.3,3.0,1.053030303030303,2.4,0.3956834532374101,-0.05035971223021585,0.0,1,0,-1.0,0.9799999999999998
2025,3,2025-08-30,girona,sevilla,<NA>#5723,A,A,0.20015885623510724,0.27164416203335984,0.5281969817315331,0.5281969817315331,1.0131486621901513,0.25655281969817323,4.75,3.5,1.8,1.0517961570593148,1.8,0.5281969817315331,-0.04924543288324046,0.0,1,1,0.8,1.7799999999999998
2025,3,2025-08-30,real madrid,mallorca,<NA>#5724,H,A,0.2714007782101167,0.306420233463035,0.42217898832684825,0.42217898832684825,1.0804387376903912,0.11575875486381326,3.5,3.1,2.25,1.0527393753200205,2.25,0.42217898832684825,-0.05009727626459137,0.0,1,0,-1.0,0.7799999999999998
2025,3,2025-08-30,real oviedo,sociedad,<NA>#5726,H,H,0.8017715332926085,0.1351557727550397,0.06307269395235186,0.8017715332926085,0.6219269209971817,0.6666157605375689,1.18,7.0,15.0,1.0569814366424537,1.18,0.8017715332926085,-0.05390959071472198,0.0,1,1,0.17999999999999994,0.9599999999999997
2025,3,2025-08-31,betis,ath bilbao,<NA>#5728,A,A,0.29165841093719036,0.296215573608084,0.41212601545472555,0.41212601545472555,1.085088536376411,0.11591044184664157,3.25,3.2,2.3,1.0549749163879598,2.3,0.41212601545472555,-0.052110164454131414,0.0,1,1,1.2999999999999998,2.26
2025,3,2025-08-31,celta,villarreal,<NA>#5727,D,A,0.3465346534653465,0.27227722772277224,0.38118811881188114,0.38118811881188114,1.089104283470637,0.03465346534653463,2.75,3.5,2.5,1.0493506493506493,2.5,0.38118811881188114,-0.04702970297029718,0.0,1,0,-1.0,1.2599999999999996
2025,3,2025-08-31,espanol,osasuna,<NA>#5729,H,H,0.40822528363047,0.28889789303079416,0.3028768233387358,0.40822528363047,1.086227953718408,0.10534846029173422,2.3,3.25,3.1,1.0650555615492503,2.3,0.40822528363047,-0.061081847649918974,0.0,1,1,1.2999999999999998,2.5599999999999996
